player_name,dg_id,skill_pred,custom_pred,p_make_cut,p_make_cut_model,p_make_cut_anchored,make_cut_fair_odds_dec_model,make_cut_fair_odds_dec_anchored,make_cut_strategy_prob,make_cut_strategy_fair_odds_dec,make_cut_strategy_name,make_cut_strategy_tier,p_miss_cut_model,p_miss_cut_anchored,miss_cut_fair_odds_dec_model,miss_cut_fair_odds_dec_anchored,p_miss_cut_dg,miss_cut_strategy_prob,miss_cut_strategy_fair_odds_dec,miss_cut_arg_overlay_prob,miss_cut_arg_overlay_fair_odds_dec,miss_cut_strategy_name,miss_cut_strategy_tier,win_prob_model,win_fair_odds_dec,win_prob_anchored,win_fair_odds_dec_anchored,top5_prob_model,top5_fair_odds_dec,top5_prob_anchored,top5_fair_odds_dec_anchored,top10_prob_model,top10_fair_odds_dec,top10_prob_anchored,top10_fair_odds_dec_anchored,top10_strategy_prob,top10_strategy_fair_odds_dec,top10_strategy_name,top10_strategy_tier,top20_prob_model,top20_fair_odds_dec,top20_prob_anchored,top20_fair_odds_dec_anchored,top20_prob_dh,top20_fair_odds_dec_dh,top20_prob_anchored_dh,top20_fair_odds_dec_anchored_dh,top20_strategy_prob,top20_strategy_fair_odds_dec,top20_strategy_name,top20_strategy_tier,sg_app,sg_ott,sg_arg,sg_putt,sg_total,driving_acc,driving_dist,total_fit_adjustment,total_course_history_adjustment,timing_adjustment,std_deviation,market_odds_best_dec,market_book_best,market_prob_best,p_model,strategy_name,strategy_tier,strategy_min_ev,strategy_odds_cap,edge_prob,ev_per_unit,value_flag,strategy_qualified,bet_flag
"Burns, Sam",19483,0.48015,0.445258449803984,0.7142857142857143,0.60705,0.6606678571428571,1.6473107651758505,1.5136198759912858,0.7548526817534438,1.324761803425146,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.39295,0.3393321428571428,2.544853034737244,2.946965152137076,0.2857142857142857,0.2857142857142857,3.5,0.2820316288598412,3.5457016081588537,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.015918979344217,62.81809771700421,0.0155511563387751,64.30389986541414,0.0707287031501557,14.13853153615752,0.0746554494586757,13.394869460313584,0.1299841536269361,7.693245461828153,0.1420212363345026,7.041200497964264,0.2038202642328843,4.90628350308389,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.2380862767231378,4.200158084553797,0.2615564301970484,3.823266739214292,0.2389144888709159,4.18559797158344,0.2624662861358288,3.81001314386904,0.2916376794796043,3.428912209781641,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.582,0.361,0.075,0.623,1.641,-0.007,8.287,-0.1394081800307474,-0.044150046712909,-0.0937161492864795,2.92401071140679,6.5,skybet,0.15384615384615385,0.2038202642328843,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.0,10.0,0.04997411038673044,0.32483171751374806,True,True,True
"McNealy, Maverick",18634,0.2678,0.2269875413831133,0.6369426751592356,0.528,0.5824713375796178,1.8939393939393936,1.716822675181524,0.6744735400277571,1.482637851084338,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.472,0.4175286624203822,2.1186440677966103,2.3950451549914566,0.3630573248407643,0.3630573248407643,2.7543859649122804,0.3245152975573569,3.0815188298581013,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.0068450885754987,146.0901475518361,0.007039210954416,142.0613768326766,0.0386544724616126,25.870227591207996,0.0419167567334518,23.85680758554363,0.0775968597773001,12.887119438466444,0.0870655921708123,11.485593505619514,0.1221238787401541,8.188406807220096,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.1579515933315424,6.331053577287994,0.1780510403987537,5.616367069579896,0.1576120322853037,6.344693266754124,0.1776682699797508,5.628467030798308,0.1940856067541509,5.152365580960903,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.255,0.163,0.352,0.516,1.286,-0.025,6.042,-0.105377386257902,-0.0469217454133219,-0.139643163602152,2.93580966326513,10.0,unibet,0.1,0.1221238787401541,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.0,10.0,0.02212387874015409,0.22123878740154101,True,True,True
"Lee, Min Woo",16841,0.45975,0.4528842446677125,0.7407407407407407,0.60905,0.6748953703703704,1.641901321730564,1.4817111568734247,0.7469351558595623,1.3388043020270135,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.39095,0.3251046296296296,2.557871850620284,3.0759328193487567,0.2592592592592593,0.2592592592592593,3.857142857142856,0.2372486897201057,4.214986397521312,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.0170024677201933,58.81499182688203,0.0191262338600966,52.28420855432039,0.0697861212518967,14.32949678332812,0.0845851839424466,11.822401434752672,0.1324700167288916,7.548878038164396,0.1577423970868343,6.339449751416661,0.1816655481144701,5.504621048840177,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.2434913978621777,4.106921266130416,0.2834972585703874,3.527370970156022,0.2427835423688391,4.118895334679605,0.2826731017681866,3.5376553118947838,0.349062537527152,2.8648161647029062,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.468,0.637,0.256,0.175,1.535,0.001,14.012,-0.2305900797141375,-0.044150046712909,0.092003774873858,2.95393515239008,6.5,skybet,0.15384615384615385,0.1816655481144701,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.0,10.0,0.027819394268316255,0.18082606274405577,True,True,True
"Hojgaard, Nicolai",23602,0.3848,0.3653101128372887,0.6802721088435374,0.58055,0.6304110544217687,1.722504521574369,1.5862666001585728,0.6803420224585924,1.469848939194202,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.41945,0.3695889455782313,2.3840743831207534,2.7057086310724867,0.3197278911564626,0.3197278911564626,3.127659574468085,0.3129459174922602,3.195440311263149,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.0120433448489229,83.03341077951697,0.0116883390911281,85.55535497417557,0.0557126272334531,17.949252254963497,0.0591946370294249,16.893422279165446,0.1108938854806916,9.017629742751824,0.1176122405443938,8.502516365399405,0.1171326146544063,8.53733183495005,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.2131871074749752,4.690715174309423,0.2273166822062411,4.399149197033919,0.2139613034236036,4.67374232629433,0.2281421901673188,4.383231349127502,0.2455716671218878,4.072131006479899,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.517,0.325,0.099,0.093,1.033,-0.057,17.008,-0.2715895819332084,-0.044150046712909,0.0493828668312748,2.96330983518822,10.0,skybet,0.1,0.1171326146544063,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.0,10.0,0.017132614654406297,0.17132614654406297,True,True,True
"MacIntyre, Robert",23323,0.3462,0.3526885058849525,0.7874015748031495,0.5744,0.6809007874015748,1.7409470752089136,1.4686427428233095,0.8109918987815742,1.2330579399157866,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.4256,0.3190992125984252,2.349624060150376,3.1338215843812303,0.2125984251968504,0.2125984251968504,4.703703703703702,0.2017391149282277,4.95689693273299,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.0084940263551461,117.72979717612348,0.0174386798442397,57.34379029444232,0.0498502252636931,20.060089893481777,0.0839544975524815,11.911214159490155,0.0976124544465767,10.244594357037707,0.1562923619219228,6.398265325976444,0.2530547313440759,3.951714297885662,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.1969957392831994,5.076251921176876,0.2858511495860562,3.4983242203087506,0.1967051549697918,5.083750856217117,0.2854294965069517,3.503492148631684,0.3808661331639787,2.6255944357474768,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.356,0.35,0.162,0.467,1.334,0.014,2.248,-0.0470837670276923,-0.044150046712909,0.067021924616836,2.86631599924942,4.5,unibet,0.2222222222222222,0.2530547313440759,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.0,10.0,0.030832509121853702,0.13874629104834157,True,True,True
"Thomas, Justin",14139,0.3591,0.3689509099663127,0.7042253521126761,0.5824,0.6433126760563381,1.717032967032967,1.5544540582197777,0.7238428125731265,1.3815154100172466,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.4175999999999999,0.3566873239436618,2.3946360153256707,2.803575941369725,0.2957746478873239,0.2957746478873239,3.380952380952382,0.250099885644775,3.998402467965669,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.0120987860511945,82.65292036478907,0.0139660596922639,71.60215708901211,0.0588255284071666,16.99942230996044,0.0684566828543769,14.607777623803784,0.1112686173741242,8.98726005228993,0.1315300728765761,7.602824039627575,0.1678135210163228,5.958995401227128,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.2108570027738094,4.742550576196513,0.2447010225463007,4.086619620932669,0.2096549538497096,4.769741814528486,0.2433060363850232,4.110050103391332,0.2798245618098722,3.573667706409038,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.383,0.275,0.46,0.337,1.455,0.001,3.983,-0.0766931149015168,-0.0365369664481326,0.0967353488943548,2.95741280271461,6.75,bet365,0.14814814814814814,0.1678135210163228,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.0,10.0,0.019665372868174658,0.13274126686017884,True,True,True
"Cantlay, Patrick",15466,0.5173,0.5193658981780653,0.7142857142857143,0.6369,0.6755928571428571,1.5701051970482025,1.480181427952169,0.7184982790225791,1.391791781826348,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.3631,0.3244071428571429,2.754062241806665,3.08254618314728,0.2857142857142857,0.2857142857142857,3.5,0.2646086309735573,3.7791662211499495,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.0181498004014928,55.09702464373916,0.016216566867413,61.66533324692064,0.0805961200840113,12.407545164179428,0.0790526797510003,12.649792557947352,0.1537024369483961,6.506077716488898,0.1530374669710715,6.534347567246578,0.148586186551354,6.730100712655291,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.2763062396602448,3.6191727021063023,0.2796889019068419,3.5754010730575128,0.2765400133574678,3.616113226650336,0.279925537564261,3.572378600042647,0.2896039806367346,3.452991211658628,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.708,0.36,0.234,0.145,1.447,0.014,3.696,-0.0655372769361967,-0.044150046712909,0.0541356410366522,2.85962771709267,7.25,bet365,0.13793103448275862,0.148586186551354,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.0,10.0,0.01065515206859538,0.07724985249731653,True,True,True
"Kitayama, Kurt",21891,0.4501,0.4428024533095183,0.6802721088435374,0.60615,0.6432110544217686,1.6497566608925185,1.554699648156663,0.6734740640480208,1.484838174746247,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.39385,0.3567889455782314,2.539037704709915,2.802777418956594,0.3197278911564626,0.3197278911564626,3.127659574468085,0.3240852697309399,3.085607688464872,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.0164884284135327,60.64859396661817,0.013485880873433,74.15162638504269,0.0745639310257842,13.411310083077566,0.0657691315181831,15.204701307687657,0.136149600304242,7.344861812046337,0.126764096087667,7.888669038498281,0.1045995304890019,9.560272358059432,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.2438553305265163,4.10079204682902,0.2369450769487946,4.220387327212147,0.2423491087150559,4.126278843367889,0.2354815377173665,4.246617419324976,0.2423186943827214,4.126796748172414,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.599,0.475,0.006,0.013,1.092,-0.002,10.163,-0.1627033776524644,-0.044150046712909,0.0559014670520508,2.9665030285595,10.0,skybet,0.1,0.1045995304890019,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.0,10.0,0.004599530489001899,0.04599530489001913,True,True,True
"Scheffler, Scottie",18417,0.8447,0.8283140881560642,0.8849557522123894,0.74025,0.8126028761061947,1.3508949679162443,1.2306134145029968,0.9010499844040132,1.1098163446076033,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.25975,0.1873971238938052,3.849855630413859,5.336261193457179,0.1150442477876105,0.1150442477876105,8.692307692307695,0.0975767653706607,10.248341356688163,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.0503910489217013,19.844794291816,0.0774621911275171,12.90952380050564,0.1754211168404831,5.700567970441875,0.2422331311715646,4.128254442996642,0.2871379310777693,3.4826468110517825,0.3720323222053662,2.687938494354768,0.5094766894464733,1.9627983393832236,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.4327953844969568,2.310560684842588,0.5300164365828479,1.8867339406439103,0.4326302626709051,2.3114425556509994,0.5298142225921703,1.8874540496617809,0.6577770900249577,1.5202718598211706,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,1.028,0.758,0.376,0.522,2.683,0.055,7.063,-0.1295008430209045,-0.044150046712909,-0.0061416260309994,2.88210379100285,2.05,bet365,0.48780487804878053,0.5094766894464733,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.0,10.0,0.021671811397692753,0.04442721336527011,True,True,True
"Hovland, Viktor",18841,0.5960500000000001,0.6143497259156142,0.78125,0.66985,0.7255499999999999,1.4928715384041205,1.3782647646612916,0.7882659958987042,1.2686073041370982,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.33015,0.2744500000000001,3.028926245645918,3.643650938240115,0.21875,0.21875,4.571428571428571,0.2057589952575913,4.860054836232516,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.0259937546308694,38.47077939300196,0.0278135439821013,35.9537066058005,0.1066427321845337,9.377104088721284,0.1175982278647538,8.503529501737642,0.1844546822084342,5.421385827820829,0.2075643205830716,4.817783698040622,0.2313884012923414,4.321737798501737,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.3146812879461459,3.177818441403921,0.3502896964599379,2.854779943875307,0.3143821791044086,3.18084187484397,0.3499567413418739,2.857496032697072,0.4001865679590431,2.4988344938712297,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.804,0.463,0.183,0.198,1.647,0.054,2.238,-0.0450650651543789,-0.044150046712909,0.125068673833488,2.89783981406528,4.5,skybet,0.2222222222222222,0.2313884012923414,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.0,10.0,0.009166179070119185,0.04124780581553622,True,True,True
