player_name,dg_id,skill_pred,custom_pred,p_make_cut,p_make_cut_model,p_make_cut_anchored,make_cut_fair_odds_dec_model,make_cut_fair_odds_dec_anchored,p_miss_cut_model,p_miss_cut_anchored,miss_cut_fair_odds_dec_model,miss_cut_fair_odds_dec_anchored,win_prob_model,win_fair_odds_dec,win_prob_anchored,win_fair_odds_dec_anchored,top5_prob_model,top5_fair_odds_dec,top5_prob_anchored,top5_fair_odds_dec_anchored,top10_prob_model,top10_fair_odds_dec,top10_prob_anchored,top10_fair_odds_dec_anchored,top20_prob_model,top20_fair_odds_dec,top20_prob_anchored,top20_fair_odds_dec_anchored,top20_prob_dh,top20_fair_odds_dec_dh,top20_prob_anchored_dh,top20_fair_odds_dec_anchored_dh,sg_app,sg_ott,sg_arg,sg_putt,sg_total,driving_acc,driving_dist,total_fit_adjustment,total_course_history_adjustment,timing_adjustment,std_deviation,market_odds_best_dec,market_book_best,market_prob_best,edge_prob,ev_per_unit,value_flag,bet_flag
"Kitayama, Kurt",21891,0.4702,0.4666828682671983,0.6944444444444444,0.7114,0.7029222222222222,1.405678942929435,1.4226325024105717,0.2885999999999999,0.2970777777777778,3.4650034650034653,3.3661218536111006,0.0183381258741325,54.531199472819935,0.0140107296037329,71.37387047520839,0.0919134478426857,10.87980076333931,0.0753240023604963,13.275980678961506,0.1783387103350549,5.607307567276022,0.1521494026663249,6.5724871900619615,0.3302482240582126,3.0280253674391626,0.2991508692764882,3.3427948995052272,0.3305158300174753,3.025573691726436,0.2993932765008278,3.340088367005245,0.697,0.387,0.019,-0.118,0.985,-0.017,9.8,0.0408573263787921,-0.0415737135839723,-0.0272626998548218,2.84982645042504,151.0,betmgm,0.006622516556291391,0.007388213047441509,1.1156201701636679,True,True
"Gerard, Ryan",29767,0.5143999999999999,0.4839966732057801,0.7042253521126761,0.7164,0.7103126760563381,1.3958682300390843,1.4078307113312525,0.2835999999999999,0.2896873239436619,3.526093088857546,3.4519977829422697,0.0168009610815575,59.52040452600653,0.013283813874112,75.27958532668323,0.0910946881131718,10.977588492949732,0.0753231013317181,13.27613948868174,0.1768400327387598,5.6548281772672375,0.1532854315329199,6.523777178297846,0.337132061053255,2.966196679354193,0.3072626636620105,3.254544460696344,0.3354273497304805,2.9812715057478494,0.305708987217907,3.2710847302870016,0.72,0.49,0.005,-0.046,1.17,0.044,1.297,-0.0495699218216232,-0.0502557187049099,-0.0647549231207927,2.79255301603932,151.0,betmgm,0.006622516556291391,0.006661297317820609,1.005855894990912,True,True
"Stevens, Sam",25569,0.3497499999999999,0.3532786221942768,0.7042253521126761,0.6715,0.687862676056338,1.4892032762472078,1.4537785444810165,0.3285,0.312137323943662,3.0441400304414,3.203718117928412,0.0104758845689371,95.4573328313652,0.0095212756178018,105.02794374845146,0.0573665278024314,17.431767936939966,0.0570257870493638,17.53592631933968,0.1243067907227652,8.044612801807796,0.1252167858135231,7.986149728273909,0.2661783600829463,3.756879408560413,0.2698430742259922,3.7058575724737897,0.2653802569210757,3.768177827551809,0.2690339828682968,3.717002548668883,0.346,0.579,0.11,0.037,1.072,0.029,5.758,-0.0047462781527009,-0.0502557187049099,0.0600811781527675,2.7638035166598,201.0,betmgm,0.004975124378109453,0.004546151239692348,0.9137763991781618,True,True
"Berger, Daniel",17606,0.4035,0.405937411919646,0.6369426751592356,0.69585,0.6663963375796178,1.4370913271538406,1.5006084871835372,0.30415,0.3336036624203822,3.287851389117212,2.99756900971871,0.0146272823949256,68.36539919041351,0.0094803078641294,105.48180653327596,0.0755930895467006,13.228722440061272,0.0549688992707048,18.19210523163852,0.15301591090128,6.535268091467698,0.1172514865954212,8.528676514358592,0.3044588277073796,3.2845163581892143,0.2491121668645678,4.014255957813813,0.3040638469910266,3.288782964156576,0.2487889885127974,4.019470499790875,0.622,0.372,-0.222,-0.094,0.677,0.05,1.93,-0.0829969338380792,0.0953008910912594,0.0237083251178648,2.79139668679514,181.0,unibet,0.0055248618784530384,0.003955445985676362,0.7159357234074215,True,True
"Reitan, Kristoffer",21407,0.14535,0.139973397941786,0.625,0.5891,0.60705,1.6975046681378374,1.6473107651758505,0.4109,0.39295,2.433682161109759,2.544853034737244,0.0060721296193344,164.68686650164298,0.0056027314763338,178.48437038684364,0.0386427375923821,25.878083756600518,0.0368383463094185,27.14562677707189,0.0836123449309046,11.959956401490444,0.083294913146068,12.00553505886218,0.1895632864463649,5.275283092767755,0.1911647353625244,5.231090337365841,0.1891674670296506,5.286321245942662,0.1907655720252241,5.24203602035578,-0.013,0.586,-0.142,0.202,0.632,0.008,9.474,0.0192033902289364,-0.0502557187049099,-0.0083946114913237,2.90859351556379,301.0,betmgm,0.0033222591362126247,0.0022804723401211755,0.6864221743764738,True,True
"Li, Haotong",15310,0.2056,0.2008886539417455,0.5847953216374269,0.6106,0.5976976608187134,1.6377333770062232,1.673086688393964,0.3893999999999999,0.4023023391812865,2.568053415511043,2.4856927305843413,0.0056250549560641,177.77604091173086,0.004537527478032,220.3843403354324,0.0399244826664583,25.04728760931768,0.0315377274443402,31.70805511477839,0.092924091798862,10.761471870659124,0.0757900317099168,13.194347296587212,0.211491299958605,4.728326887185093,0.180919275612928,5.5273270170475,0.2101484997613298,4.758539799883041,0.1797705832599495,5.562645355352678,0.252,0.36,-0.185,-0.045,0.382,0.005,5.303,-0.0138521335862934,0.0209727453194344,-0.0254341556945549,2.83543923050847,351.0,unibet,0.002849002849002849,0.0016885246290291507,0.5926721447892319,True,True
"Keefer, Johnny",32457,0.22685,0.2212535417910511,0.5714285714285714,0.61505,0.5932392857142856,1.6258840744654903,1.6856604477836576,0.38495,0.4067607142857143,2.5977399662293803,2.4584478413949933,0.0068742629496581,145.4701409188492,0.0050454648081623,198.1977950539328,0.0421361865647102,23.73257006692478,0.0321834967215085,31.07182568299639,0.0955576534957899,10.46488652051358,0.0756721303193235,13.214904824010766,0.2137389585793483,4.678604250000405,0.1788005859839057,5.592822833869306,0.2146395442592964,4.658973738743803,0.1795539593902968,5.569356439677823,0.246,0.549,-0.231,-0.226,0.338,-0.009,11.334,-0.0037528461926285,-0.0502557187049099,0.0134623441765664,2.87806115731978,301.0,bet365,0.0033222591362126247,0.001723205671949675,0.5186849072568521,True,True
"Ortiz, Carlos",14735,0.2438,0.2286619284299503,0.591715976331361,0.61715,0.6044329881656805,1.6203516163007374,1.6544431220320672,0.38285,0.3955670118343195,2.6119890296460757,2.5280166699513438,0.0071267352159769,140.3167045912094,0.0052883676079884,189.0942676695602,0.039719195922543,25.176743304424253,0.0326079775909011,30.66734197827213,0.091531554326061,10.925194129641016,0.0779380303496587,12.830706594888676,0.2104187985715057,4.75242709676519,0.1847090399691433,5.413920185861263,0.2117764790888575,4.7219597015796,0.185900833984922,5.379212016236074,0.378,0.112,0.212,-0.133,0.57,-0.026,5.167,0.0535085162094372,-0.0801133049113684,-0.0691138953761594,2.83972039561989,276.0,unibet,0.0036231884057971015,0.0016651792021912981,0.45958945980479826,True,True
"Jarvis, Casey",26947,0.23015,0.2445214843612584,0.6134969325153374,0.6343,0.6238984662576688,1.576541068894845,1.602824905145707,0.3657,0.3761015337423312,2.7344818156959256,2.658856479657709,0.0076341043876082,130.99113520417805,0.0056337188604707,177.50264519171213,0.0468447949003654,21.34708887352177,0.0372451686142038,26.84911995857199,0.1021852860655674,9.786144742584051,0.0857988767990174,11.655164231840525,0.2259085161240411,4.426570618749597,0.2002602309548685,4.993502680147033,0.225450965472854,4.4355543029174,0.1998546278344003,5.0036369476948055,0.303,0.252,-0.143,0.148,0.559,0.034,-3.613,-0.0443400833396954,-0.0502557187049099,0.15388929417467,2.815213864577,251.0,unibet,0.00398406374501992,0.0016496551154507799,0.4140634339781457,True,True
"Kim, Si Woo",14609,0.62845,0.6589555505557956,0.8,0.77505,0.787525,1.2902393393974585,1.269800958699724,0.2249499999999999,0.2124749999999999,4.445432318292954,4.7064360513001535,0.0317595835337921,31.48655897631659,0.027354791766896,36.556666507334526,0.1400481904243742,7.140399293770229,0.1298301732545151,7.702369756833264,0.2499939161595857,4.000097343815525,0.2407670660042759,4.153391975886937,0.4361471529654873,2.292804144657872,0.4303334165269586,2.3237795662502405,0.437224219958082,2.287156004522972,0.4313961264761128,2.3180551206348667,0.823,0.674,0.203,-0.13,1.57,0.107,-2.498,-0.1216528462459327,0.230389272968657,0.101388644298418,2.74694922222459,51.0,betmgm,0.0196078431372549,0.0077469486296411,0.39509438011169606,True,True
