group_id,player_name,dg_id,odds,book,p_model,p_push,opponents,market_odds_best_dec,market_book_best,edge_prob,ev_per_unit,value_flag,bet_flag
0,"Olesen, Thorbjorn",13412,2.55,unibet,0.3852999999999999,,"Hubbard, Mark, Meissner, Mac",2.55,unibet,-0.006856862745098169,-0.017485000000000195,False,False
0,"Hubbard, Mark",16333,3.3,bet365,0.2252,,"Olesen, Thorbjorn, Meissner, Mac",3.3,bet365,-0.07783030303030303,-0.25683999999999996,False,False
0,"Meissner, Mac",28159,2.6,bet365,0.3894999999999999,,"Olesen, Thorbjorn, Hubbard, Mark",2.6,bet365,0.004884615384615321,0.012699999999999823,True,False
1,"Hughes, Mackenzie",15556,2.75,unibet,0.2793333333333333,,"Cole, Eric, Hoey, Rico",2.75,unibet,-0.08430303030303032,-0.23183333333333334,False,False
1,"Cole, Eric",21756,3.1,unibet,0.2593333333333333,,"Hughes, Mackenzie, Hoey, Rico",3.1,unibet,-0.06324731182795701,-0.19606666666666672,False,False
1,"Hoey, Rico",23504,2.7,betmgm,0.4613333333333333,,"Hughes, Mackenzie, Cole, Eric",2.7,betmgm,0.09096296296296297,0.24560000000000004,True,True
2,"Cauley, Bud",14502,2.4,unibet,0.4666,,"Whaley, Vince, Phillips, Chandler",2.4,unibet,0.04993333333333333,0.11983999999999995,True,True
2,"Whaley, Vince",25908,2.8,bet365,0.2849,,"Cauley, Bud, Phillips, Chandler",2.8,bet365,-0.07224285714285716,-0.20228000000000013,False,False
2,"Phillips, Chandler",27164,3.25,bet365,0.2485,,"Cauley, Bud, Whaley, Vince",3.25,bet365,-0.05919230769230771,-0.19237500000000007,False,False
3,"Homa, Max",17538,3.2,bet365,0.21873333333333334,,"Berger, Daniel, Thorbjornsen, Michael",3.2,bet365,-0.09376666666666666,-0.3000533333333333,False,False
3,"Berger, Daniel",17606,2.38,unibet,0.4679333333333333,,"Homa, Max, Thorbjornsen, Michael",2.38,unibet,0.04776526610644255,0.11368133333333319,True,True
3,"Thorbjornsen, Michael",26649,2.88,betmgm,0.31333333333333335,,"Homa, Max, Berger, Daniel",2.88,betmgm,-0.03388888888888886,-0.09760000000000002,False,False
4,"Grillo, Emiliano",12808,3.5,bet365,0.2964,,"Bezuidenhout, Christiaan, Greyserman, Max",3.5,bet365,0.010685714285714298,0.03739999999999999,True,False
4,"Bezuidenhout, Christiaan",18103,2.3,unibet,0.39209999999999995,,"Grillo, Emiliano, Greyserman, Max",2.3,unibet,-0.04268260869565227,-0.0981700000000002,False,False
4,"Greyserman, Max",23465,2.8,unibet,0.3115,,"Grillo, Emiliano, Bezuidenhout, Christiaan",2.8,unibet,-0.04564285714285715,-0.12780000000000002,False,False
5,"Reitan, Kristoffer",21407,2.45,bet365,0.3909333333333333,,"Hojgaard, Rasmus, Walker, Danny",2.45,bet365,-0.017229931972789103,-0.042213333333333325,False,False
5,"Hojgaard, Rasmus",23838,2.3,unibet,0.4243333333333333,,"Reitan, Kristoffer, Walker, Danny",2.3,unibet,-0.010449275362318933,-0.024033333333333573,False,False
5,"Walker, Danny",25003,4.2,bet365,0.18473333333333336,,"Reitan, Kristoffer, Hojgaard, Rasmus",4.2,bet365,-0.05336190476190472,-0.22411999999999976,False,False
6,"Noren, Alex",10419,2.2,unibet,0.4190666666666666,,"Vegas, Jhonattan, Pendrith, Taylor",2.2,unibet,-0.03547878787878794,-0.07805333333333342,False,False
6,"Vegas, Jhonattan",13508,4.33,betmgm,0.19276666666666667,,"Noren, Alex, Pendrith, Taylor",4.33,betmgm,-0.03818021555042339,-0.1653203333333333,False,False
6,"Pendrith, Taylor",17780,2.62,bet365,0.38816666666666666,,"Noren, Alex, Vegas, Jhonattan",2.62,bet365,0.006487277353689591,0.01699666666666666,True,False
7,"Woodland, Gary",12577,2.75,unibet,0.3574333333333333,,"Davis, Cam, Yu, Kevin",2.75,unibet,-0.006203030303030321,-0.017058333333333398,False,False
7,"Davis, Cam",17786,3.5,unibet,0.2108333333333333,,"Woodland, Gary, Yu, Kevin",3.5,unibet,-0.07488095238095241,-0.26208333333333345,False,False
7,"Yu, Kevin",17881,2.4,bet365,0.4317333333333334,,"Woodland, Gary, Davis, Cam",2.4,bet365,0.015066666666666728,0.03616000000000019,True,False
8,"Finau, Tony",11676,3.6,betmgm,0.2333666666666667,,"Koepka, Brooks, Bhatia, Akshay",3.6,betmgm,-0.044411111111111096,-0.1598799999999998,False,False
8,"Koepka, Brooks",16243,2.88,unibet,0.2952666666666667,,"Finau, Tony, Bhatia, Akshay",2.88,unibet,-0.05195555555555553,-0.149632,False,False
8,"Bhatia, Akshay",26096,2.25,bet365,0.4713666666666666,,"Finau, Tony, Koepka, Brooks",2.25,bet365,0.02692222222222218,0.06057499999999982,True,False
9,"Cantlay, Patrick",15466,2.5,bet365,0.34479999999999994,,"Castillo, Ricky, Gerard, Ryan",2.5,bet365,-0.05520000000000008,-0.13800000000000012,False,False
9,"Castillo, Ricky",27819,3.2,bet365,0.2356,,"Cantlay, Patrick, Gerard, Ryan",3.2,bet365,-0.0769,-0.24607999999999997,False,False
9,"Gerard, Ryan",29767,2.63,unibet,0.4196,,"Cantlay, Patrick, Castillo, Ricky",2.63,unibet,0.039371863117870665,0.10354799999999986,True,False
10,"Kim, Si Woo",14609,2.75,betmgm,0.37666666666666665,,"Morikawa, Collin, Aberg, Ludvig",2.75,betmgm,0.013030303030303003,0.035833333333333384,True,False
