player_name,dg_id,skill_pred,custom_pred,p_make_cut,top20_prob_model,top20_fair_odds_dec,sg_app,sg_ott,sg_arg,sg_putt,total_fit_adjustment,total_course_history_adjustment,timing_adjustment,std_deviation,p_make_cut_model,make_cut_fair_odds_dec_model,market_odds_best_dec,market_book_best,market_prob_best,edge_prob,value_flag,bet_flag,ev_per_unit
"Schmid, Matti",20722,-0.07035,-0.0774399027054775,0.5405405405405405,0.1188,8.417508417508417,-0.187,0.09,-0.143,0.243,0.0032983546850922,-0.0573448193830628,-0.0227624860241679,2.80902538002253,0.5405405405405405,1.8500000000000003,,,,,False,False,
"Van Rooyen, Erik",17550,-0.1162499999999999,-0.1299676584298162,0.4524886877828054,0.11645,8.587376556462,-0.175,0.032,-0.074,-0.206,-0.0203493895791462,0.0075124338167188,-0.0602917058136879,2.80912380167583,0.4524886877828054,2.2100000000000004,,,,,False,False,
"Kanaya, Takumi",19729,-0.07225,-0.0734750350760662,0.5714285714285714,0.1116,8.960573476702509,-0.251,0.14,0.132,0.176,0.0307832981191392,-0.0450174913815942,-0.0102624515945023,2.66832633200071,0.5714285714285714,1.75,,,,,False,False,
"Phillips, Chandler",27164,-0.08405,-0.0787476728582751,0.5235602094240838,0.10915,9.161704076958314,-0.078,-0.311,0.167,0.199,0.0079250676111601,-0.006258262760379,0.0241136675931392,2.67407741424578,0.5235602094240838,1.91,,,,,False,False,
"Schenk, Adam",19477,-0.1227,-0.1069167443289697,0.4329004329004329,0.10895,9.178522257916477,-0.106,-0.132,-0.173,-0.141,-0.0268671296755299,0.0786274239440239,0.0726929872069101,2.79663622565305,0.4329004329004329,2.31,,,,,False,False,
"Pavon, Matthieu",19960,-0.1686,-0.1342898541783771,0.4587155963302752,0.10725,9.324009324009324,-0.299,0.029,-0.177,0.063,-0.0051513457507719,-0.0122348239327263,0.177185107966682,2.77593300026349,0.4587155963302752,2.18,,,,,False,False,
"Horschel, Billy",11276,-0.0821499999999999,-0.1037173764700816,0.4926108374384237,0.1049,9.532888465204955,-0.02,-0.353,0.053,0.118,-0.0044327734620634,0.250209587108738,-0.168172892396561,2.71718294755437,0.4926108374384237,2.03,,,,,False,False,
"Kim, S.H.",21688,-0.15875,-0.136882469381069,0.5649717514124294,0.1041,9.606147934678194,-0.441,0.162,0.091,0.342,0.0274710967643225,-0.0031008002036473,0.0963773047634056,2.77691832024728,0.5649717514124294,1.77,,,,,False,False,
"Hughes, Mackenzie",15556,-0.098,-0.0993247299778422,0.53475935828877,0.10395,9.62000962000962,-0.144,-0.208,0.231,0.101,0.0064534764934661,-0.000665560633237,-0.0096839979776348,2.75674366651089,0.53475935828877,1.8700000000000003,,,,,False,False,
"Hubbard, Mark",16333,-0.09665,-0.0963404126541881,0.4901960784313725,0.103,9.708737864077673,-0.113,-0.138,-0.011,0.011,-0.0051233588519079,0.12945763675492,-0.0282547930337165,2.72011126715821,0.4901960784313725,2.0400000000000005,,,,,False,False,
"Roy, Kevin",18424,-0.1125,-0.1181427481109452,0.5181347150259068,0.0984,10.16260162601626,-0.243,0.047,-0.002,0.096,0.0092565158889059,-0.0450174913815942,-0.0215876256537804,2.72010508835908,0.5181347150259068,1.9299999999999995,,,,,False,False,
"Kizzire, Patton",13470,-0.17845,-0.1702062007094223,0.4329004329004329,0.089,11.235955056179776,-0.126,-0.539,0.252,0.004,-0.0090461827675031,0.131610203996593,0.0128395368374914,2.71303673181719,0.4329004329004329,2.31,,,,,False,False,
"Garnett, Brice",11451,-0.1882,-0.1852556902421494,0.4405286343612334,0.08275,12.084592145015105,-0.244,-0.218,0.013,-0.008,0.0015953527477203,0.0524376236040775,0.0008144665143733,2.6604264164797,0.4405286343612334,2.2700000000000005,,,,,False,False,
"Riley, Davis",19872,-0.3058,-0.2925378914480368,0.4424778761061947,0.07655,13.063357282821684,-0.41,-0.514,0.148,0.334,-0.0002233114271195,-0.0163964238020578,0.07052130442389,2.85885583815905,0.4424778761061947,2.26,,,,,False,False,
"Tosti, Alejandro",17032,-0.2721,-0.3152719191301923,0.381679389312977,0.0717,13.94700139470014,-0.426,0.028,-0.103,-0.345,-0.0322024402752965,-0.0450174913815942,-0.188504002667915,2.8987216319302,0.381679389312977,2.620000000000001,,,,,False,False,
"Hoffman, Charley",5768,-0.2337,-0.2961149650329415,0.3278688524590164,0.07155,13.97624039133473,-0.21,-0.208,-0.05,-0.612,-0.0444512822935677,0.181879116248666,-0.33531896308009,2.84521229626668,0.3278688524590164,3.05,,,,,False,False,
"Davis, Cam",17786,-0.3313,-0.3483686492332729,0.364963503649635,0.06545,15.278838808250574,-0.406,-0.374,-0.054,-0.091,-0.0285199895469723,-0.0403563940751993,-0.0609941528740785,2.89892546686825,0.364963503649635,2.74,,,,,False,False,
"Campos, Rafael",12909,-0.3672999999999999,-0.3627241955756577,0.3076923076923077,0.06315,15.835312747426762,-0.473,-0.251,-0.232,-0.212,-0.0406108236067257,-0.0272898142151486,0.0500068874788615,2.85661991778215,0.3076923076923077,3.25,,,,,False,False,
"Walker, Danny",25003,-0.3524,-0.3556967758508054,0.390625,0.0601,16.638935108153078,-0.505,-0.303,-0.071,0.082,-0.0168950931567205,-0.0450174913815942,0.0032180401697317,2.8566845940416,0.390625,2.56,,,,,False,False,
"Highsmith, Joe",28469,-0.3352,-0.351533288750998,0.3289473684210526,0.05725,17.46724890829694,-0.402,-0.316,-0.124,-0.227,-0.0319313704283178,-0.0342728842948529,-0.0571325374671177,2.83029783733789,0.3289473684210526,3.0400000000000005,,,,,False,False,
"Malnati, Peter",14926,-0.49415,-0.4809880501621913,0.33003300330033,0.0405,24.69135802469136,-0.595,-0.788,0.127,0.174,-0.0274995822169697,0.0598865748374602,0.0645878965881633,2.83520765224171,0.33003300330033,3.0300000000000007,,,,,False,False,
"Campbell, Brian",18628,-0.4343,-0.4857858534682925,0.3125,0.0351,28.49002849002849,-0.47,-0.824,0.092,0.21,-0.0118984559913536,-0.0450174913815942,-0.240225666500387,2.6599342389775,0.3125,3.2,,,,,False,False,
