player_name,dg_id,skill_pred,custom_pred,p_make_cut,p_make_cut_model,p_make_cut_anchored,make_cut_fair_odds_dec_model,make_cut_fair_odds_dec_anchored,make_cut_strategy_prob,make_cut_strategy_fair_odds_dec,make_cut_strategy_name,make_cut_strategy_tier,p_miss_cut_model,p_miss_cut_anchored,miss_cut_fair_odds_dec_model,miss_cut_fair_odds_dec_anchored,p_miss_cut_dg,miss_cut_strategy_prob,miss_cut_strategy_fair_odds_dec,miss_cut_arg_overlay_prob,miss_cut_arg_overlay_fair_odds_dec,miss_cut_strategy_name,miss_cut_strategy_tier,win_prob_model,win_fair_odds_dec,win_prob_anchored,win_fair_odds_dec_anchored,win_strategy_prob,win_strategy_fair_odds_dec,win_strategy_name,win_strategy_tier,top5_prob_model,top5_fair_odds_dec,top5_prob_anchored,top5_fair_odds_dec_anchored,top5_strategy_prob,top5_strategy_fair_odds_dec,top5_strategy_name,top5_strategy_tier,top10_prob_model,top10_fair_odds_dec,top10_prob_anchored,top10_fair_odds_dec_anchored,top10_strategy_prob,top10_strategy_fair_odds_dec,top10_strategy_name,top10_strategy_tier,top20_prob_model,top20_fair_odds_dec,top20_prob_anchored,top20_fair_odds_dec_anchored,top20_prob_dh,top20_fair_odds_dec_dh,top20_prob_anchored_dh,top20_fair_odds_dec_anchored_dh,top20_strategy_prob,top20_strategy_fair_odds_dec,top20_strategy_name,top20_strategy_tier,sg_app,sg_ott,sg_arg,sg_putt,sg_total,driving_acc,driving_dist,total_fit_adjustment,total_course_history_adjustment,timing_adjustment,std_deviation
"Niemann, Joaquin",18079,0.6007,0.6179012799185204,0.819672131147541,0.7205,0.7700860655737705,1.3879250520471893,1.298556154570758,0.8229885668723376,1.215083708635676,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.27949999999999997,0.22991393442622954,3.5778175313059037,4.34945364444999,0.180327868852459,0.180327868852459,5.545454545454546,0.17227341485320982,5.804726172358497,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.05557617795106061,17.993320823187627,0.056188088975530306,17.797366278740963,0.06262894724708486,15.9670574703225,Winner: DG anchor + total SG overlay,Tier 4 - speculative,0.18408243562747123,5.432348809332935,0.1949106721788151,5.130555391459423,0.24184967065214313,4.1347999246950335,Top 5: DG anchor + total SG overlay,Tier 3 - semi-core,0.29268888133775434,3.416597157464378,0.3118542630686997,3.2066260379442233,0.3155348899775156,3.169221635272277,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.43414281732373655,2.303389484051532,0.4654504230733828,2.148456528188267,0.43483394284974775,2.2997284743834716,0.4661913881559373,2.145041769123174,0.5209470037206309,1.9195810569173974,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.806,0.608,0.042,0.012,1.468,-0.007,12.42,-0.0399532051897379,0.0119792621311136,0.102988186654692,2.81714328967806
"McIlroy, Rory",10091,0.5943,0.5933948109725886,0.8403361344537815,0.7219,0.7811180672268907,1.3852334118298935,1.2802161951651938,0.8516076075176078,1.174249726250037,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.2781,0.2188819327731093,3.595828838547285,4.5686731075999285,0.15966386554621848,0.15966386554621848,6.2631578947368425,0.14916933831991885,6.703790546119679,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.04871233419944938,20.5286816251828,0.06248950043305804,16.002688340759764,0.08785622496090204,11.38223273814715,Winner: DG anchor + total SG overlay,Tier 4 - speculative,0.17811180881519556,5.6144508702259905,0.21330186340230678,4.688191579995289,0.3000979555436046,3.3322452936694495,Top 5: DG anchor + total SG overlay,Tier 3 - semi-core,0.28321919587398836,3.5308341191849375,0.3319943842849057,3.012099141839206,0.39067215847476155,2.5596909795265144,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.42272614708640677,2.3655976969780306,0.4856344370408169,2.0591620439716705,0.4220909830699545,2.369157456827896,0.48490475064293403,2.0622606783581774,0.5844244303803467,1.7110852113919919,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.65,0.854,0.078,0.155,1.737,-0.034,20.476,-0.13955717550335928,0.146727545294604,0.0285707562909716,2.82484192130973
"Aberg, Ludvig",23950,0.6077000000000001,0.5820580427542054,0.8403361344537815,0.71755,0.7789430672268908,1.3936311058462825,1.283790872624481,0.8612790536867987,1.1610638801900397,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.28245,0.22105693277310923,3.5404496371039125,4.523721502217669,0.15966386554621848,0.15966386554621848,6.2631578947368425,0.14235908884826814,7.02449002793098,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.04759718005242207,21.009648027438406,0.059090256692877687,16.92326376575942,0.08322231845863728,12.016007466759229,Winner: DG anchor + total SG overlay,Tier 4 - speculative,0.16509956273895585,6.0569512323974575,0.2002173381876599,4.994572443385093,0.29451532889185356,3.395409005577436,Top 5: DG anchor + total SG overlay,Tier 3 - semi-core,0.2671957603770684,3.742574352934319,0.31682993706684115,3.156267394608709,0.41253899865303384,2.4240132527229274,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.41422232435211387,2.4141624948971603,0.47632057579484544,2.099426417452743,0.4139416029804632,2.4157996992807633,0.4759977700030723,2.1008501783391664,0.5607467209894057,1.7833363309473427,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.738,0.612,0.157,0.331,1.839,0.005,11.509,-0.005510109726806401,0.0854974130992212,-0.146829084640376,2.80191628027215
"Rahm, Jon",19195,0.5003000000000001,0.5137951303610789,0.8333333333333334,0.69415,0.7637416666666668,1.4406108189872504,1.3093432552455562,0.8408048636352516,1.1893366026410244,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.30584999999999996,0.23625833333333324,3.269576589831617,4.2326549328066045,0.16666666666666663,0.16666666666666663,6.000000000000002,0.1497042151870107,6.67983863213737,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.03351478604416352,29.83757672456174,0.047715726355415114,20.957451062389897,0.06899102474918563,14.494639029286255,Winner: DG anchor + total SG overlay,Tier 4 - speculative,0.13207428166620497,7.5714967924438765,0.17502167817076497,5.713577943323804,0.25773498023937624,3.8799545140175815,Top 5: DG anchor + total SG overlay,Tier 3 - semi-core,0.2281321537112615,4.383424185201282,0.28784700864375024,3.474067716429306,0.3448613988540867,2.8997156635182217,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.3751507284281598,2.665595250713999,0.4482608819949104,2.230843779072728,0.3748253953648463,2.667908878016718,0.44787214734813513,2.232780059936817,0.5556073809024626,1.799832101538534,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.506,0.796,0.146,0.084,1.532,0.003,14.209,-0.008595974927329898,0.20622127430205,0.0202183206935469,2.75515820477722
"Lowry, Shane",13900,0.4619500000000001,0.50706022994591,0.7575757575757576,0.6938,0.7256878787878788,1.4413375612568464,1.3780028979818522,0.7765443822941586,1.2877564023394035,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.3062,0.27431212121212123,3.265839320705421,3.645482363598201,0.24242424242424243,0.24242424242424243,4.125,0.23473760538093227,4.260075833938919,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.03423482551980301,29.210021807225324,0.030192412759901505,33.120903849330595,0.027501071860224005,36.36221908304394,Winner: DG anchor + total SG overlay,Tier 4 - speculative,0.13242080978037266,7.551683165648632,0.12690899285314933,7.879662248656671,0.14025873350267795,7.129680805088027,Top 5: DG anchor + total SG overlay,Tier 3 - semi-core,0.22841030924876618,4.378086099918022,0.22457987543597907,4.45275872585952,0.23999039449193577,4.166833435634034,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.37325543426703006,2.6791304511445952,0.37713731570623854,2.651554111338387,0.37231678597255385,2.685884810129719,0.3761889054068248,2.6582389475802386,0.38883505170422333,2.571784605366992,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.67,0.285,0.023,0.199,1.178,0.028,0.288,0.0914792286207351,0.402743685150133,0.0791256141316488,2.727595081578
"Hovland, Viktor",18841,0.50055,0.5048807011761859,0.78125,0.69175,0.7364999999999999,1.4456089627755693,1.3577732518669383,0.8073408795867554,1.2386341696358283,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.30825,0.26350000000000007,3.2441200324412,3.795066413662238,0.21875,0.21875,4.571428571428571,0.20061621804065172,4.984641868771376,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.03525723724269651,28.36297107219167,0.03541195195468161,28.239053336561298,0.03948619355014031,25.32530766051636,Winner: DG anchor + total SG overlay,Tier 4 - speculative,0.13513759272122375,7.399865425033187,0.14190690813309886,7.046873285845035,0.18258113934757336,5.477016977620754,Top 5: DG anchor + total SG overlay,Tier 3 - semi-core,0.22952312294205962,4.356859505839148,0.24402606483803332,4.097922902882226,0.30002417497908285,3.333064744098432,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.3709393443675037,2.69585854179238,0.39744035032505487,2.516100841754314,0.3718150409968432,2.6895092713812248,0.3983786093165259,2.510174935636327,0.4338680121565398,2.3048484146814663,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.678,0.335,0.12,0.319,1.453,0.05,0.756,0.1582141118534906,0.140134185198064,-0.0924870963453321,2.73732792393981
"Fleetwood, Tommy",12294,0.49955,0.49809444753196025,0.8403361344537815,0.69295,0.7666430672268907,1.443105563171946,1.3043879775985068,0.860529515244456,1.1620751900833102,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.30705000000000005,0.23335693277310932,3.25679856700863,4.285280870452177,0.15966386554621848,0.15966386554621848,6.2631578947368425,0.12819559999945698,7.800579739119251,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.030530021946001983,32.754643994972746,0.04168167763966764,23.991356793382028,0.06058408385110027,16.50598534192143,Winner: DG anchor + total SG overlay,Tier 4 - speculative,0.12556074876782009,7.964272352732971,0.16387017597121156,6.1023916894778845,0.24971952207728912,4.004492687161624,Top 5: DG anchor + total SG overlay,Tier 3 - semi-core,0.21840895435389138,4.578566858480008,0.2753108748186557,3.6322575367162275,0.3756237855213344,2.662238224909223,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.3657296856460638,2.734259862536162,0.4398568162315679,2.273467099060568,0.3653646145022546,2.736991926167577,0.4394177514323016,2.2757387400496585,0.5242399115579995,1.9075235935930157,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.613,0.39,0.332,0.317,1.651,0.077,-2.239,0.2508068303814155,0.129293652159215,-0.16500459057071,2.68236936203395
"Scott, Adam",6430,0.46560000000000007,0.4494725489183007,0.7462686567164178,0.6679,0.7070843283582089,1.4972301242701003,1.4142584694557112,0.7496861233704573,1.3338915698534948,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.33209999999999995,0.2929156716417911,3.011141222523337,3.4139518530879696,0.25373134328358216,0.25373134328358216,3.941176470588234,0.24708842023208138,4.047134216410204,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.02822007362343054,35.43576864270548,0.02510170347838192,39.83793374267287,0.02292395116013487,43.62249740520372,Winner: DG anchor + total SG overlay,Tier 4 - speculative,0.11735385856011481,8.521236645046038,0.1115441451891484,8.965060409977351,0.12169100477638393,8.217534252737684,Top 5: DG anchor + total SG overlay,Tier 3 - semi-core,0.20069332908813517,4.9827266533649786,0.19894908157148458,5.02641174365356,0.18779050932849023,5.325082740207932,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.3433899083136464,2.9121414921914863,0.3452389478483167,2.896544570745701,0.3424076509797352,2.9204954887505807,0.3442514013879645,2.904853824757622,0.3675917045132526,2.7204095949993,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.617,0.499,0.013,0.002,1.131,0.008,5.413,0.0136645251356501,0.140611940413544,-0.122622503079708,2.73856911720807
"Gerard, Ryan",29767,0.4001,0.38707178228815164,0.7633587786259541,0.65465,0.709004389312977,1.5275337966852518,1.410428503791065,0.7917508911906704,1.2630235230883735,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.34535000000000005,0.29099561068702295,2.895613146083683,3.436477951124626,0.23664122137404586,0.23664122137404586,4.225806451612902,0.2245893704345294,4.452570475910001,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.01996356833424631,50.0912453754352,0.023506784167123155,42.54091044059574,0.029298036735236167,34.13197986735131,Winner: DG anchor + total SG overlay,Tier 4 - speculative,0.09418043964184002,10.617916032277112,0.11000821585266601,9.090230145531129,0.15128556882592273,6.610015798338661,Top 5: DG anchor + total SG overlay,Tier 3 - semi-core,0.17204204355504502,5.812532677107204,0.200298769469645,4.992541904515038,0.26970275756575424,3.707785597098307,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.3076306434397936,3.250651459225355,0.3485930148832148,2.868674807884543,0.3065510006972416,3.2620999367985366,0.3473696129671549,2.878778000925929,0.4100283920677576,2.4388555020715468,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.429,0.501,0.06,0.329,1.318,0.035,4.188,0.1043155747551402,0.0056324152607613,-0.118706979752002,2.73599401021762
"Chacarra, Eugenio",26745,0.38800000000000007,0.3889612037659595,0.7352941176470588,0.6504,0.6928470588235294,1.5375153751537516,1.4433199755484616,0.7320223154330064,1.366078572903176,Make Cut: DG anchor + putting overlay,Tier 2 - candidate,0.3496,0.30715294117647063,2.860411899313501,3.255707062969204,0.26470588235294124,0.26470588235294124,3.777777777777777,0.2657702381171965,3.7626485459181875,Miss Cut: DataGolf core; ARG weakness tag,Tier 1 - core,0.02076563438147022,48.15648689704029,0.018341150524068463,54.52220670059571,0.01567002833975028,63.816093903499365,Winner: DG anchor + total SG overlay,Tier 4 - speculative,0.09311080137171242,10.739892528771701,0.08976494102977156,11.140206728017999,0.0919102738662069,10.880176480114645,Top 5: DG anchor + total SG overlay,Tier 3 - semi-core,0.1751094525779777,5.710713986469073,0.17186898624199887,5.818385398468327,0.1516931765207015,6.592254331647742,Top 10: DG anchor + putting overlay,Tier 2 - current-price / early value,0.3074212554198233,3.2528655139163076,0.31129666306344717,3.212369802358544,0.3066604474511854,3.260935697157949,0.31052626421270535,3.2203395179321017,0.333217047627315,3.001046936585445,Top 20: DG anchor + OTT overlay,Tier 3 - experimental,0.519,0.459,-0.046,-0.076,0.855,0.004,7.708,0.0017063561672989013,0.0394298955838771,-0.0059046331498213,2.71167096781657
